,users,followingRatio,order,freq,features,probability,prediction
104,5a064204-6bd4-8b83-adec-4f0196a2,0.25,1.0,0.0,"[0.25,1.0,0.0]","[1.8673683264459995e-22,1.807949627436866e-09,3.9604084494802575e-09,0.9999999942316419,1.2374897944885831e-20]",3
105,5bb4be5d-066c-8d6b-ec52-55325830,0.5,0.6666666666666666,0.0,"[0.5,0.6666666666666666,0.0]","[1.444589723685698e-23,1.3090309637939726e-09,2.804403336417796e-08,0.9999999706413262,5.609497139178388e-12]",3
106,5bfa22fd-175f-02d2-c446-36369a81,0.25,0.1,0.0,"[0.25,0.1,0.0]","[2.7743502273705985e-22,9.628147922045326e-11,5.740743650708215e-11,0.9999999998463112,2.9869210914353157e-22]",3
107,5d557ed3-ce5e-24e4-a66e-aa966d6c,0.3333333333333333,0.6666666666666666,0.5,"[0.3333333333333333,0.6666666666666666,0.5]","[6.91103823689427e-06,9.02187359380017e-09,0.5970579290762035,2.2156387645265789e-16,0.4029351508636857]",2
108,5de63720-f52d-3d98-8315-9cffae99,1.0,1.0,0.0,"[1.0,1.0,0.0]","[1.846602597427662e-23,4.252805548696573e-09,5.95366070323214e-13,0.999999995746599,1.846602597427662e-23]",3
109,5e97ad83-2b2c-529e-f831-deac0066,0.5,0.5,0.2,"[0.5,0.5,0.2]","[1.6583724129346634e-16,0.393306082444969,0.5390282410669404,1.6583724111399954e-16,0.06766567648809024]",2
110,5fad3306-616d-9b57-3411-75efa34d,0.3333333333333333,0.6,0.3333333333333333,"[0.3333333333333333,0.6,0.3333333333333333]","[5.036729624372715e-09,0.0008908585916945905,0.9951348239227883,6.505770526422399e-17,0.003974312448787483]",2
111,600fadb1-9f64-3bf4-b14c-378c45ae,0.125,0.9,0.4545454545454545,"[0.125,0.9,0.4545454545454545]","[0.048603348144992564,1.841524356275561e-08,0.9513966334338255,2.788379516116692e-16,5.938007255095789e-12]",2
112,6408c27b-ab13-d145-5b44-24f30202,1.0,1.0,0.25,"[1.0,1.0,0.25]","[5.754933097637908e-16,0.9999998820992982,1.179006999735365e-07,5.754933097637908e-16,5.754933097637908e-16]",1
113,6613f3e0-2e08-24f1-52ba-bfab8807,1.0,0.125,0.1111111111111111,"[1.0,0.125,0.1111111111111111]","[2.9921903598945724e-15,0.999999997233907,2.766084049167962e-09,2.9921903598945724e-15,2.9921903598945724e-15]",1
114,6809fd15-56b5-3424-e33d-88eb107c,1.0,0.25,0.2,"[1.0,0.25,0.2]","[3.929555165124173e-16,0.9999999993304822,6.69516628462427e-10,3.929555165124173e-16,3.929555165124173e-16]",1
115,6a9b69a1-5f2e-6aea-63d9-0e9d77c1,0.16666666666666669,1.0,0.8571428571428571,"[0.16666666666666669,1.0,0.8571428571428571]","[0.9998459252411072,1.8778791370002182e-17,1.774347987828292e-06,1.8778791370002182e-17,0.00015230041090497786]",0
116,6ba67821-cac2-1015-fa83-7a8546b6,0.25,0.9,0.0,"[0.25,0.9,0.0]","[2.3668957658307742e-20,1.2985689430620535e-09,4.69802159534792e-09,0.9999999940034096,1.7451013655163005e-20]",3
